Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2026-03-25,08:03,CNR7639061,Success,CUST4700,Bike,Brigade Road,Hebbal,4.7,16.19,0,,0,,0,,278,10.09,3.2,4.3
2026-03-17,06:56,CNR6284126,Success,CUST7979,Prime Sedan,JP Nagar,Rajajinagar,2.41,22.19,0,,0,,0,,216,12,3.4,3.1
2026-03-04,09:15,CNR3536272,Success,CUST2433,Prime Sedan,Horamavu,Indiranagar,11.94,20.48,0,,0,,0,,119,9.64,4,3.1
2026-03-01,10:38,CNR3121941,Cancelled by Driver,CUST6043,Prime Plus,Koramangala,Mahadevapura,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-30,14:06,CNR8235442,Success,CUST2605,Prime Sedan,Bannerghatta Road,Malleshwaram,2.54,12.72,0,,0,,0,,103,18.04,3.6,3.2
2026-03-28,08:13,CNR3422078,Incomplete,CUST6842,Bike,Malleshwaram,Kalyan Nagar,,,0,,0,,1,Other Issue,,,,
2026-03-07,20:51,CNR2829499,Success,CUST8399,Bike,KR Puram,Whitefield,12.98,14.85,0,,0,,0,,976,11.37,3.6,4.1
2026-03-15,00:32,CNR8513662,Success,CUST8110,eBike,JP Nagar,Vijayanagar,11.43,8.28,0,,0,,0,,140,6.35,3.3,4.9
2026-03-25,15:11,CNR1511708,Success,CUST1809,Auto,Sahakar Nagar,Horamavu,3.67,7.84,0,,0,,0,,210,3.57,3.2,4.9
2026-03-26,12:07,CNR7280256,Cancelled by Driver,CUST5102,Prime Plus,Koramangala,Kadugodi,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-27,10:29,CNR3944951,Success,CUST2830,Prime Sedan,Koramangala,Sarjapur,14.44,11.14,0,,0,,0,,247,13.56,4.2,4.5
2026-03-15,14:12,CNR4871960,Success,CUST9192,Prime Sedan,Domlur,Kalyan Nagar,9.91,16.54,0,,0,,0,,722,19.88,3.3,3.3
2026-03-16,19:06,CNR1379527,Success,CUST8287,Auto,JP Nagar,Yelahanka,2.04,13.78,0,,0,,0,,271,11.43,3.8,3.7
2026-03-04,21:46,CNR5605380,Success,CUST2223,eBike,Chandapura,Electronic City,3.38,23.53,0,,0,,0,,957,13.1,3.8,3.4
2026-03-11,11:18,CNR5535394,Cancelled by Customer,CUST3780,Prime Plus,Kadugodi,BTM Layout,,,1,Change of plans,0,,0,,,,,
2026-03-11,22:18,CNR3680868,Incomplete,CUST8091,Prime Plus,Basavanagudi,Richmond Town,,,0,,0,,1,Customer Demand,,,,
2026-03-18,14:45,CNR3467698,Cancelled by Driver,CUST7474,Prime Sedan,Bannerghatta Road,Electronic City,,,0,,1,More than permitted people in there,0,,,,,
2026-03-28,01:05,CNR7962815,Success,CUST1499,eBike,Bellandur,Basavanagudi,5.46,18.27,0,,0,,0,,552,14.24,4.3,3.9
2026-03-16,17:12,CNR1851387,Success,CUST2494,Prime Sedan,Malleshwaram,Silk Board,6.45,19.73,0,,0,,0,,833,20.58,3.9,4.4
2026-03-03,09:54,CNR6887765,Success,CUST6389,Bike,MG Road,Sarjapur,3.94,14.56,0,,0,,0,,245,12.73,4,4
2026-03-09,09:14,CNR4642422,Success,CUST4110,Prime SUV,Mahadevapura,Electronic City,10.79,15.89,0,,0,,0,,78,2.19,3.3,4.7
2026-03-11,09:10,CNR7196015,Cancelled by Driver,CUST5162,eBike,Electronic City,Kalyan Nagar,,,0,,1,More than permitted people in there,0,,,,,
2026-03-12,02:54,CNR4633485,Success,CUST6165,Prime SUV,Banashankari,Richmond Town,10.51,22.89,0,,0,,0,,452,5.82,4.9,3.8
2026-03-08,05:00,CNR5219082,Success,CUST2346,Prime SUV,Anekal,Hebbal,2.07,23.24,0,,0,,0,,662,10.16,3.7,4.7
2026-03-13,16:50,CNR3763489,Cancelled by Driver,CUST5783,Prime SUV,Jayanagar,Horamavu,,,0,,1,Customer related issue,0,,,,,
2026-03-26,16:15,CNR2988533,Cancelled by Customer,CUST1721,Bike,Shivajinagar,Vijayanagar,,,1,Driver asked to cancel,0,,0,,,,,
2026-03-10,23:10,CNR7041280,Success,CUST2428,Mini,RR Nagar,MG Road,14.03,15.17,0,,0,,0,,90,14.66,3.2,3.1
2026-03-20,15:25,CNR2547312,Success,CUST5936,Prime SUV,Ulsoor,Richmond Town,9.11,9.06,0,,0,,0,,439,3.19,3.9,4.6
2026-03-26,10:29,CNR7503293,Cancelled by Driver,CUST9982,eBike,Horamavu,Kadugodi,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-28,21:21,CNR7263032,Cancelled by Customer,CUST7696,Mini,Hebbal,Bellandur,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2026-03-01,06:11,CNR3212385,Success,CUST7966,Prime Plus,Bommanahalli,Bommanahalli,7.81,19.01,0,,0,,0,,702,4.28,4.1,4.5
2026-03-05,00:19,CNR5042724,Cancelled by Driver,CUST2602,Prime SUV,Brigade Road,Kadugodi,,,0,,1,More than permitted people in there,0,,,,,
2026-03-03,10:43,CNR5644357,Success,CUST8807,Bike,Nagawara,Kanakapura Road,8.78,7.2,0,,0,,0,,503,21.85,3.6,3.7
2026-03-17,03:22,CNR9987987,Success,CUST6110,Prime SUV,MG Road,Hennur,9.68,7.07,0,,0,,0,,68,19.17,3.8,4.7
2026-03-28,18:31,CNR2767429,Incomplete,CUST1152,Prime Plus,Richmond Town,Horamavu,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-01,09:12,CNR5288307,Success,CUST5546,Prime SUV,Electronic City,Sahakar Nagar,12.71,15.8,0,,0,,0,,1004,14.26,3.4,3.4
2026-03-11,23:35,CNR9308229,Success,CUST1419,Prime SUV,RR Nagar,Bellandur,3.43,24.66,0,,0,,0,,588,16.58,4.9,4.8
2026-03-26,06:42,CNR8325155,Cancelled by Driver,CUST6260,Prime SUV,Ramamurthy Nagar,Kadugodi,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-04,02:40,CNR1007684,Cancelled by Driver,CUST2568,Prime Plus,HSR Layout,Airport Road,,,0,,1,More than permitted people in there,0,,,,,
2026-03-28,18:54,CNR4731445,Success,CUST7121,Prime SUV,Horamavu,Marathahalli,10.66,12.72,0,,0,,0,,150,5.54,3.6,3.2
2026-03-07,00:22,CNR2889127,Cancelled by Driver,CUST2979,Prime Sedan,Indiranagar,HSR Layout,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-05,02:04,CNR1826884,Success,CUST8441,eBike,Chandapura,Whitefield,14.33,15.33,0,,0,,0,,672,18.88,4.2,3.3
2026-03-22,23:01,CNR5227564,Success,CUST3154,Bike,Yelahanka,Airport Road,5.59,7.82,0,,0,,0,,450,21.72,3.6,3.9
2026-03-03,03:15,CNR5495620,Incomplete,CUST9552,Prime Plus,Jayanagar,Vijayanagar,,,0,,0,,1,Customer Demand,,,,
2026-03-18,03:42,CNR8592346,Incomplete,CUST9985,Mini,KR Puram,HSR Layout,,,0,,0,,1,Other Issue,,,,
2026-03-05,13:08,CNR2506961,Incomplete,CUST7185,Bike,MG Road,Bannerghatta Road,,,0,,0,,1,Other Issue,,,,
2026-03-12,09:16,CNR6056585,Success,CUST8786,Auto,Anekal,Vijayanagar,3.2,24.04,0,,0,,0,,691,4.24,3.2,3.5
2026-03-15,17:32,CNR6253742,Success,CUST5875,Mini,JP Nagar,Sarjapur,6.53,21.41,0,,0,,0,,405,20.08,3.6,3
2026-03-05,12:50,CNR8192887,Success,CUST6114,eBike,Yelahanka,JP Nagar,4.81,21.46,0,,0,,0,,349,15.82,4,3.8
2026-03-12,02:20,CNR6162884,Cancelled by Driver,CUST9912,Mini,Nagawara,ITPL,,,0,,1,More than permitted people in there,0,,,,,
2026-03-22,09:47,CNR1116124,Success,CUST8735,Prime SUV,Kanakapura Road,Frazer Town,11.3,14.3,0,,0,,0,,278,18.02,4.6,3.4
2026-03-05,16:44,CNR5467368,Incomplete,CUST3032,Bike,Brigade Road,Rajajinagar,,,0,,0,,1,Customer Demand,,,,
2026-03-21,20:35,CNR8793539,Success,CUST4603,Prime Sedan,Shivajinagar,Devanahalli,13.55,9.69,0,,0,,0,,310,18.54,4.8,3.8
2026-03-19,17:55,CNR6540289,Success,CUST2493,eBike,Whitefield,Malleshwaram,12.92,16.3,0,,0,,0,,449,19.6,3.7,3.6
2026-03-04,02:40,CNR9183939,Cancelled by Driver,CUST7498,Prime Sedan,Electronic City,Marathahalli,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-13,21:51,CNR8224807,Success,CUST6045,Bike,Devanahalli,Horamavu,8.55,16.88,0,,0,,0,,306,16.9,4.9,3.3
2026-03-13,10:12,CNR8827338,Cancelled by Driver,CUST5987,Prime Sedan,Nagawara,Brigade Road,,,0,,1,More than permitted people in there,0,,,,,
2026-03-04,04:13,CNR5885911,Cancelled by Driver,CUST5002,Bike,Frazer Town,Basavanagudi,,,0,,1,More than permitted people in there,0,,,,,
2026-03-27,03:11,CNR3023733,Cancelled by Driver,CUST8619,eBike,Jayanagar,Silk Board,,,0,,1,Customer related issue,0,,,,,
2026-03-13,22:15,CNR9149701,Success,CUST5279,Prime Plus,Chandapura,JP Nagar,3.79,17.78,0,,0,,0,,349,17.92,4.8,3.1
2026-03-30,17:14,CNR3110116,Cancelled by Driver,CUST1728,eBike,Bannerghatta Road,Rajajinagar,,,0,,1,Customer related issue,0,,,,,
2026-03-28,12:47,CNR3496766,Cancelled by Driver,CUST4007,Prime Sedan,Ulsoor,Brigade Road,,,0,,1,More than permitted people in there,0,,,,,
2026-03-23,18:20,CNR4071439,Success,CUST3807,eBike,JP Nagar,Bellandur,7.93,22.67,0,,0,,0,,211,5.74,4,4.2
2026-03-29,15:48,CNR7350095,Success,CUST7275,Prime Sedan,Koramangala,Whitefield,9.25,17.24,0,,0,,0,,170,19.37,3.9,4.8
2026-03-22,08:54,CNR8799061,Success,CUST2588,Prime SUV,Chandapura,Malleshwaram,11.13,6.21,0,,0,,0,,477,4.74,3.9,3.2
2026-03-02,17:15,CNR2508331,Success,CUST8116,Auto,Rajajinagar,Indiranagar,2.16,24.3,0,,0,,0,,311,23.39,4.8,4.9
2026-03-20,19:46,CNR4768934,Incomplete,CUST8351,eBike,Rajajinagar,HSR Layout,,,0,,0,,1,Customer Demand,,,,
2026-03-02,07:23,CNR6541024,Success,CUST3827,Bike,Ulsoor,RR Nagar,5.77,19.44,0,,0,,0,,259,3.3,4.3,4.5
2026-03-25,01:56,CNR8280082,Success,CUST7868,eBike,Mahadevapura,JP Nagar,8.94,5.68,0,,0,,0,,139,19.4,3.9,3.4
2026-03-08,19:43,CNR5861361,Success,CUST6620,Prime Plus,Ramamurthy Nagar,Jayanagar,2.48,19.47,0,,0,,0,,194,1.8,3,3.7
2026-03-18,00:05,CNR8670239,Success,CUST9389,Mini,Chandapura,Brigade Road,7.8,11.99,0,,0,,0,,304,10.8,3.6,3
2026-03-25,12:45,CNR5979712,Success,CUST9877,Mini,Shivajinagar,Peenya,13.87,23.14,0,,0,,0,,1048,7.3,4.4,4.1
2026-03-25,09:20,CNR4326675,Success,CUST4495,Prime Sedan,Marathahalli,Marathahalli,4.11,23.6,0,,0,,0,,862,2.41,3.1,4
2026-03-12,17:27,CNR7359507,Success,CUST4248,Prime Plus,Anekal,Richmond Town,9.95,15.9,0,,0,,0,,673,22.41,4.7,4.6
2026-03-26,19:49,CNR6649577,Cancelled by Driver,CUST3537,Auto,Kanakapura Road,Rajajinagar,,,0,,1,More than permitted people in there,0,,,,,
2026-03-30,16:16,CNR8287784,Cancelled by Customer,CUST8849,eBike,Vijayanagar,Electronic City,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2026-03-04,13:52,CNR1931299,Incomplete,CUST7492,Auto,Vijayanagar,Peenya,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-15,03:58,CNR8212131,Incomplete,CUST3651,Prime Sedan,Sahakar Nagar,Richmond Town,,,0,,0,,1,Other Issue,,,,
2026-03-02,10:30,CNR5818818,Cancelled by Customer,CUST7875,Prime Plus,Malleshwaram,Yelahanka,,,1,Wrong Address,0,,0,,,,,
2026-03-07,06:28,CNR6532907,Success,CUST8518,Prime SUV,Hennur,Jayanagar,5.77,15.82,0,,0,,0,,294,18.45,3,3.3
2026-03-17,12:01,CNR7326820,Success,CUST5106,Mini,BTM Layout,Kadugodi,8.53,16.59,0,,0,,0,,415,10.34,3.5,4
2026-03-24,17:12,CNR2752910,Success,CUST5394,Bike,Brookefield,Richmond Town,7.89,7.52,0,,0,,0,,233,19.62,4.7,4.1
2026-03-10,17:36,CNR7446803,Success,CUST2126,eBike,Indiranagar,KR Puram,5.45,15.02,0,,0,,0,,385,3.15,3.8,4.7
2026-03-28,17:13,CNR8196090,Cancelled by Driver,CUST6472,Prime Sedan,Hebbal,Whitefield,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-20,05:38,CNR7627876,Cancelled by Driver,CUST5539,Bike,Silk Board,Brigade Road,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-01,21:02,CNR7690542,Incomplete,CUST1781,Prime Sedan,Kadugodi,KR Puram,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-03,17:16,CNR1069992,Cancelled by Customer,CUST1027,Prime Plus,HSR Layout,Frazer Town,,,1,Wrong Address,0,,0,,,,,
2026-03-11,05:38,CNR7466807,Incomplete,CUST2229,Prime SUV,Shivajinagar,Richmond Town,,,0,,0,,1,Customer Demand,,,,
2026-03-20,09:11,CNR7529029,Success,CUST9057,Prime SUV,Devanahalli,Kadugodi,14.28,11.08,0,,0,,0,,397,14.34,4.4,4
2026-03-22,02:44,CNR7111810,Cancelled by Driver,CUST9183,Prime Plus,Rajajinagar,KR Puram,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-13,15:34,CNR9156547,Cancelled by Driver,CUST1599,Prime Sedan,Koramangala,Bommanahalli,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-20,14:39,CNR5317798,Success,CUST1281,Mini,Hebbal,Bommanahalli,11.7,22.9,0,,0,,0,,339,9.79,4,3.8
2026-03-07,03:39,CNR7049454,Success,CUST3759,Bike,Domlur,Banashankari,10.85,21.79,0,,0,,0,,133,14.08,3.3,4.2
2026-03-30,21:52,CNR1168905,Success,CUST5256,Prime SUV,Shivajinagar,Banashankari,10.35,12.77,0,,0,,0,,438,21.57,3.1,4.4
2026-03-17,22:37,CNR2621177,Cancelled by Driver,CUST8899,Bike,Hebbal,Koramangala,,,0,,1,More than permitted people in there,0,,,,,
2026-03-16,23:43,CNR3437624,Cancelled by Driver,CUST9803,Mini,Ramamurthy Nagar,Rajajinagar,,,0,,1,Customer related issue,0,,,,,
2026-03-30,08:34,CNR8244715,Success,CUST8364,Mini,Bellandur,Ulsoor,11.75,23.5,0,,0,,0,,221,1.47,3.1,3.7
2026-03-25,10:53,CNR1715823,Success,CUST1506,Auto,Indiranagar,KR Puram,11.27,23.19,0,,0,,0,,309,3.92,3.5,3.2
2026-03-03,23:05,CNR8597410,Success,CUST2643,Prime SUV,Bommanahalli,BTM Layout,6.89,8.56,0,,0,,0,,168,10.69,3.5,4.1
2026-03-02,07:26,CNR9556746,Incomplete,CUST9763,Prime SUV,Indiranagar,Malleshwaram,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-07,19:32,CNR7017892,Cancelled by Driver,CUST4900,Prime Sedan,KR Puram,Sahakar Nagar,,,0,,1,More than permitted people in there,0,,,,,
2026-03-28,00:40,CNR7724243,Success,CUST9446,eBike,KR Puram,Bommanahalli,4.09,15.65,0,,0,,0,,181,14.71,3.7,4.2
2026-03-11,10:27,CNR1147303,Success,CUST8203,Mini,CV Raman Nagar,Peenya,6.54,11.11,0,,0,,0,,703,12.67,4.3,4.9
2026-03-11,06:02,CNR4588414,Cancelled by Driver,CUST3219,Mini,Hennur,Richmond Town,,,0,,1,More than permitted people in there,0,,,,,
2026-03-12,05:01,CNR1778338,Success,CUST3909,Auto,Chandapura,Marathahalli,11.96,19.04,0,,0,,0,,452,22.19,4.9,4.5
2026-03-23,06:03,CNR2066141,Incomplete,CUST2171,Mini,HSR Layout,Richmond Town,,,0,,0,,1,Other Issue,,,,
2026-03-24,04:23,CNR7436106,Success,CUST1042,Auto,Ulsoor,Bellandur,14.52,18.11,0,,0,,0,,956,14.74,3.2,3.6
2026-03-28,12:42,CNR6876643,Success,CUST6728,Prime SUV,Bommanahalli,Marathahalli,14.18,11.94,0,,0,,0,,841,18.65,3.9,4.9
2026-03-22,12:47,CNR4098020,Success,CUST6138,Auto,Nagawara,Indiranagar,8.02,7.44,0,,0,,0,,568,8.66,4.7,5
2026-03-12,08:28,CNR5251815,Success,CUST8523,Prime SUV,Ulsoor,BTM Layout,9.56,22.77,0,,0,,0,,429,9.39,3.3,4
2026-03-29,11:04,CNR2005539,Success,CUST1241,eBike,Bommanahalli,HSR Layout,5.68,14.24,0,,0,,0,,727,4.79,3.1,3.8
2026-03-25,08:06,CNR9511658,Cancelled by Customer,CUST3206,Prime SUV,Banashankari,Koramangala,,,1,AC is not working,0,,0,,,,,
2026-03-01,02:18,CNR5578943,Cancelled by Driver,CUST6024,Auto,Jayanagar,Chandapura,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-25,22:40,CNR3225309,Cancelled by Driver,CUST2446,Bike,Ramamurthy Nagar,Shivajinagar,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-25,06:39,CNR5724814,Cancelled by Driver,CUST7448,eBike,Kadugodi,CV Raman Nagar,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-27,05:09,CNR8076668,Success,CUST4113,Prime Plus,Mahadevapura,Electronic City,5.27,13.43,0,,0,,0,,206,16.87,4.5,4.5
2026-03-14,17:50,CNR3616447,Success,CUST3613,Prime Plus,Kadugodi,Anekal,3.32,18.66,0,,0,,0,,349,21.24,4.4,3.9
2026-03-18,02:43,CNR5392398,Success,CUST4860,eBike,Whitefield,Malleshwaram,6.7,18.36,0,,0,,0,,216,23.78,4.2,3.1
2026-03-27,19:52,CNR3490671,Cancelled by Driver,CUST1288,Prime SUV,Rajajinagar,Yelahanka,,,0,,1,Customer related issue,0,,,,,
2026-03-23,20:42,CNR6609591,Success,CUST1462,eBike,Richmond Town,Airport Road,10.12,8.43,0,,0,,0,,1374,15.1,3.9,3.2
2026-03-03,13:21,CNR8499520,Cancelled by Customer,CUST7352,Prime Plus,Electronic City,Kanakapura Road,,,1,Change of plans,0,,0,,,,,
2026-03-25,14:10,CNR5808484,Success,CUST9452,Prime Plus,Banashankari,Horamavu,6.49,7.15,0,,0,,0,,462,16.33,4,4.9
2026-03-04,13:38,CNR3252321,Success,CUST3729,Prime SUV,Ramamurthy Nagar,Bommanahalli,4.33,17.17,0,,0,,0,,224,22.03,4.3,4.8
2026-03-21,09:01,CNR2225664,Cancelled by Driver,CUST3114,Prime SUV,Richmond Town,Shivajinagar,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-01,04:51,CNR2049760,Success,CUST9074,Prime Plus,Airport Road,Indiranagar,10.9,13.75,0,,0,,0,,289,23.6,3.9,3.6
2026-03-17,18:44,CNR1956664,Success,CUST4607,Prime Plus,Rajajinagar,HSR Layout,5.19,13.52,0,,0,,0,,668,8.24,3.9,3.5
2026-03-15,12:04,CNR6990437,Success,CUST5009,Prime SUV,Malleshwaram,BTM Layout,14.88,9.23,0,,0,,0,,249,12.23,4.1,3.6
2026-03-25,04:30,CNR7499241,Success,CUST1662,Prime Sedan,ITPL,RR Nagar,11.05,21.07,0,,0,,0,,1007,5.72,4.1,3
2026-03-19,13:09,CNR1250785,Success,CUST6064,eBike,BTM Layout,Electronic City,2.89,19.89,0,,0,,0,,296,10.92,4.9,4.6
2026-03-14,09:59,CNR8434302,Success,CUST7869,eBike,Whitefield,Silk Board,7.88,19.95,0,,0,,0,,337,4.34,3,4.3
2026-03-15,01:17,CNR7198567,Incomplete,CUST2808,Mini,Peenya,CV Raman Nagar,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-14,19:27,CNR8496329,Cancelled by Customer,CUST6545,Prime Sedan,Frazer Town,Kalyan Nagar,,,1,Wrong Address,0,,0,,,,,
2026-03-25,22:53,CNR8459986,Success,CUST1711,Prime Sedan,Whitefield,Marathahalli,8.88,11.6,0,,0,,0,,463,11.82,3.7,4.6
2026-03-26,17:30,CNR7437477,Success,CUST2296,Prime Plus,Mahadevapura,Kalyan Nagar,12.91,16.76,0,,0,,0,,338,18.69,4.8,3.5
2026-03-28,08:33,CNR1623894,Success,CUST1902,eBike,BTM Layout,Domlur,10.87,11.4,0,,0,,0,,259,7.86,3.3,3.2
2026-03-06,13:25,CNR1743018,Success,CUST8620,eBike,Kadugodi,Outer Ring Road,6.57,19.68,0,,0,,0,,422,5.23,3.1,4.9
2026-03-03,13:23,CNR1815336,Success,CUST4606,Bike,Basavanagudi,Chandapura,4.36,23.05,0,,0,,0,,405,2.97,4.7,3.9
2026-03-19,14:55,CNR8669397,Incomplete,CUST1135,Prime Plus,Chandapura,Brookefield,,,0,,0,,1,Other Issue,,,,
2026-03-07,19:38,CNR2026660,Incomplete,CUST6276,Prime Sedan,Peenya,Kadugodi,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-07,05:27,CNR6821460,Cancelled by Driver,CUST2808,Prime SUV,Sarjapur,Mahadevapura,,,0,,1,Customer related issue,0,,,,,
2026-03-09,11:57,CNR9312400,Success,CUST3311,Prime SUV,Horamavu,Sahakar Nagar,14.86,23.54,0,,0,,0,,163,6.18,3.4,4.8
2026-03-20,02:30,CNR7167406,Cancelled by Customer,CUST7207,Bike,Vijayanagar,Frazer Town,,,1,Driver asked to cancel,0,,0,,,,,
2026-03-08,20:28,CNR6557163,Success,CUST4703,Auto,Frazer Town,Electronic City,5.5,22.37,0,,0,,0,,578,14.07,3.1,3.9
2026-03-14,03:34,CNR2766174,Success,CUST1392,Prime Plus,Domlur,Devanahalli,7.54,9.77,0,,0,,0,,396,4.9,3.2,4.5
2026-03-06,23:44,CNR1905083,Cancelled by Driver,CUST6268,Prime Plus,Hennur,Malleshwaram,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-11,06:30,CNR7376855,Incomplete,CUST4360,Prime Sedan,Indiranagar,Airport Road,,,0,,0,,1,Other Issue,,,,
2026-03-30,09:09,CNR5615681,Cancelled by Driver,CUST1865,eBike,Ulsoor,Horamavu,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-20,22:25,CNR1849696,Cancelled by Customer,CUST8693,Bike,Nagawara,Yelahanka,,,1,Wrong Address,0,,0,,,,,
2026-03-18,01:24,CNR7220480,Cancelled by Driver,CUST2824,Prime SUV,Mahadevapura,Bannerghatta Road,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-02,23:31,CNR1167226,Success,CUST1121,Prime SUV,Outer Ring Road,Brookefield,12.59,12.35,0,,0,,0,,855,21.47,3.5,3.6
2026-03-02,09:17,CNR1975514,Success,CUST9470,Prime Sedan,Whitefield,Mahadevapura,2.18,24.89,0,,0,,0,,579,24.2,4.2,3.3
2026-03-18,04:12,CNR5680620,Success,CUST2943,Prime Plus,Banashankari,Shivajinagar,3.27,24.78,0,,0,,0,,480,10.6,5,4.4
2026-03-09,02:54,CNR4017155,Success,CUST3821,Prime Plus,Airport Road,Bannerghatta Road,11.12,16.83,0,,0,,0,,131,9.78,4.8,4.8
2026-03-29,22:27,CNR2698701,Success,CUST6927,Prime SUV,Chandapura,Chandapura,10.99,5.5,0,,0,,0,,171,10.5,3.1,3.6
2026-03-30,14:21,CNR5215030,Success,CUST9331,Mini,Marathahalli,Kalyan Nagar,5.67,15.2,0,,0,,0,,238,22.96,4.2,3.7
2026-03-05,19:52,CNR3039649,Success,CUST4301,eBike,Marathahalli,KR Puram,13.61,19.83,0,,0,,0,,433,2.32,4.3,4.7
2026-03-02,12:15,CNR4970700,Success,CUST5593,eBike,Outer Ring Road,Koramangala,12.39,16.1,0,,0,,0,,266,20.28,4.7,4.6
2026-03-04,03:17,CNR6943508,Success,CUST7938,eBike,Ulsoor,Kalyan Nagar,10.95,15.31,0,,0,,0,,152,15.62,3.1,3.2
2026-03-12,07:46,CNR9712757,Success,CUST2130,Mini,Malleshwaram,Mahadevapura,5.43,14.15,0,,0,,0,,189,17.3,4.5,3.6
2026-03-26,14:29,CNR5229512,Success,CUST1910,Bike,Outer Ring Road,Banaswadi,7.96,17.85,0,,0,,0,,785,6.57,3.9,3.8
2026-03-04,14:55,CNR9361650,Success,CUST2209,Prime Sedan,Ramamurthy Nagar,Banaswadi,13.22,22.63,0,,0,,0,,428,10.91,4.7,3.4
2026-03-29,18:52,CNR8443775,Cancelled by Driver,CUST1283,Auto,Jayanagar,Airport Road,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-25,08:11,CNR3504996,Success,CUST4041,eBike,Silk Board,MG Road,3.26,19.9,0,,0,,0,,586,10.6,3,4.2
2026-03-30,03:07,CNR6473393,Success,CUST5824,Bike,Brookefield,Jayanagar,11.17,11.44,0,,0,,0,,402,19.55,4.1,5
2026-03-06,03:05,CNR9473262,Success,CUST3940,Mini,Peenya,CV Raman Nagar,2.17,13.17,0,,0,,0,,524,6.57,4.8,3.7
2026-03-01,23:49,CNR7264302,Success,CUST4576,Mini,Kalyan Nagar,ITPL,2.8,11.95,0,,0,,0,,87,16.3,3.3,4.5
2026-03-14,00:52,CNR5331855,Cancelled by Driver,CUST8330,Prime SUV,Airport Road,Malleshwaram,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-25,22:43,CNR1321146,Success,CUST7818,Prime SUV,Shivajinagar,Kanakapura Road,11.65,10.88,0,,0,,0,,447,15.6,3.2,3.3
2026-03-16,05:20,CNR9836819,Cancelled by Customer,CUST8579,eBike,Yelahanka,Hennur,,,1,Change of plans,0,,0,,,,,
2026-03-28,04:03,CNR6039364,Success,CUST5754,Bike,Ulsoor,Bellandur,6.11,18.86,0,,0,,0,,822,14.3,4,3.9
2026-03-21,08:48,CNR2421284,Success,CUST4048,Prime SUV,JP Nagar,Banashankari,7.76,18.48,0,,0,,0,,64,13.48,3.4,3.5
2026-03-20,17:44,CNR8973619,Success,CUST4146,Bike,Hebbal,Ulsoor,5.27,18.79,0,,0,,0,,157,13.51,4.4,4.4
2026-03-16,19:14,CNR7105468,Incomplete,CUST9252,Prime SUV,Silk Board,Electronic City,,,0,,0,,1,Customer Demand,,,,
2026-03-11,22:32,CNR6939690,Success,CUST8338,Mini,Koramangala,Silk Board,10.27,21.04,0,,0,,0,,724,19.67,4.5,3.2
2026-03-12,15:05,CNR5374711,Success,CUST5933,Prime Plus,Ramamurthy Nagar,Frazer Town,8.54,24.09,0,,0,,0,,512,19.76,4.9,3.8
2026-03-25,02:35,CNR2000319,Incomplete,CUST2826,Auto,Kalyan Nagar,Hebbal,,,0,,0,,1,Customer Demand,,,,
2026-03-12,04:43,CNR5576316,Success,CUST5322,Prime SUV,Mahadevapura,Bellandur,12.81,12.82,0,,0,,0,,163,1.44,3.4,3.4
2026-03-04,09:58,CNR5147753,Success,CUST6039,Prime Plus,Banashankari,Outer Ring Road,13.83,13.28,0,,0,,0,,344,1.09,3.4,3.4
2026-03-12,13:11,CNR6212681,Cancelled by Driver,CUST4730,Prime Plus,Kanakapura Road,CV Raman Nagar,,,0,,1,More than permitted people in there,0,,,,,
2026-03-27,18:15,CNR4770891,Success,CUST8870,Prime SUV,Sarjapur,Brookefield,4.21,7.18,0,,0,,0,,59,1.09,3.6,4.1
